title,id,date,category_id,view,like,comment,hour,min,sec,watched_time,description,thumbnail,channel_title,tags,dimension,definition,caption,licensed_content,topic_ids,relevant_topic_ids
5만원 미만 커스텀 키보드 키캡 | 하나만 고른다면? 예쁜 키캡 추천⌨️✨,-GkIr3jOPVU,2023-08-08,26,11667,161,1,0,0,34,2023-09-15T13:48:11.433Z,"#직구 #키보드키캡 #키캡 
평점 좋은 예쁜 키보드 키캡 추천!!
1. 젤리 아이스 반투명 키캡 
2. 크리스탈 투명 키캡
3. 반투명 푸딩 키캡

📍 구매 링크는 고정 댓글을 확인해 주세요.
📍 영상 제작일 기준 가격입니다. 세일 종료시 가격은 변동될 수 있습니다.
📍 수십가지 제품을 추천합니다.
📍 이 영상은 제휴 프로그램의 일환으로 일정액의 수수료가 동영상 게시자에게 지급될 수 있습니다.
📍 영상을 통해 발생하는 작은 수익은 채널 운영에 큰 도움을 줍니다. 이로 인한 가격 인상은 일절 없습니다.
📍 동영상 게시자는 제품 구매에 관한 책임을 지지 않습니다.

#키보드소리 #키보드asmr #알리익스프레스 #투명키캡 #기계식키보드 #예쁜키캡 #투명키보드 #키캡놀이",https://i.ytimg.com/vi/-GkIr3jOPVU/default.jpg,느닥 todaYoung,"키보드커스텀, 투명키보드, 반투명 키캡, 청축, 가성비 키캡, 입문용 키캡, 키캡놀이, 알리익스푸레스, aliexpress, keyboard asmr",2d,hd,true,False,,
조용한 기계식  키보드 만들기ㅣ Monsgeek m3,nKhIZw_fiWA,2023-08-16,27,1082,28,13,0,0,47,2023-09-15T13:21:55.947Z,,https://i.ytimg.com/vi/nKhIZw_fiWA/default.jpg,jamesnet,,2d,hd,false,False,,
MONSGEEK M3 빌드영상 ㅣ가성비키보드,dkinkm3F7lo,2023-06-29,22,5287,61,33,0,5,49,2023-09-15T13:20:43.707Z,"오늘영상에 이어서 타이핑 하는 영상 곧 올릴께여!
생각보다 더 좋은 소리가 나서 놀랬네요
역시 가성비M3!! 강추합니다아

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

keyboard :Monsgeek M3
Plate: PC

시청해 주셔서 감사합니다❣️",https://i.ytimg.com/vi/dkinkm3F7lo/default.jpg,스누키* Snookey,"몬스긱, 몬스긱M3, M3키보드, 빌드영상, 스테빌라이저윤활, Keyboard, 키보드타건, キーボード, 키캡, TypingSound, 키보드빌드하기, Monsgeek, Monsgeek M3, PC보강판, 키보드, 키보드영상, 키보드asmr, asmr, 스위치윤활, 타이핑, 키보드보강판, 키보드스위치, 타건영상, Custom Keyboard, 가성비키보드, 커스텀키보드, 키보드추천, 키캡추천, switches, 键盘开关, 键盘, キボドタイピング, typing, Lubing, 몬스긱m1, m1키보드, m3키보드, 키보드조립, 키보드윤활, 게이트론, 게이트론스위치, 게이트론로우, 게이트론Raw, 키보드소리, 가성비키보드추천, ahstmrlr, M3빌드, m3빌드영상, m3qlfem, 기계식키보드, rktjdqlzlqhem, zlqhem, ahstmrlrm1, zlzoq, geon",2d,hd,false,False,,
썰플리에서 만족 못 하고 바퀴입까지 썰 풀러 나왔습니다. | 바퀴 달린 입 3 EP.4,3lMgbAAwXZs,2022-11-29,24,2348044,25813,1176,0,29,11,2023-09-15T03:07:52.150Z,"SG워너비❓조남지대❓
너무나도 어려운 선택입니다🤣

방구석 고품격 토론회 《바퀴달린입3》
매주 화요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

(바퀴입 소식도 올라오는) 튀르키예즈 온 더 블럭 공식 인스타그램
👉https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#바퀴달린입3 #바퀴입3 #이석훈 #이용진 #조세호 #풍자 #곽튜브 #가비 #토론",https://i.ytimg.com/vi/3lMgbAAwXZs/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"바퀴달린입, 이용진, 뱃사공, 풍자, 곽튜브, 곽준빈, 김진우, 윤보미, 토론회, 토론, MSCR_OR_NS, 아가리, 아가리 파이터, 터키즈, 터키즈 제작진, 터키즈 레전드, MZ세대, 양배추, 조세호, 써브웨이, 이석훈, SG워너비, 결혼식, 축가, 축의금, 바람",2d,hd,false,True,,
묶은 남자와 묶여 버린 남자의 은밀한 속사정…😳ㅣ입에서 불나불나 EP.1,0-x3k9iwwwE,2023-09-05,24,777700,10019,588,0,21,50,2023-09-15T02:37:11.563Z,"토론은 안 하고 지들 썰풀이만😡
제작진들 속 천불~나불나🔥

고품격 신변잡기 토크쇼 《입에서 불나불나》
매주 화요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

🧇구독 & 좋아요 & 알림설정 필수🧇

#입에서불나불나 #이용진 #조세호 #곽범#신기루 #토론 #바퀴입",https://i.ytimg.com/vi/0-x3k9iwwwE/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"바퀴달린입, 이용진, 토론회, 토론, MSCR_OR_NS, 아가리, 아가리 파이터, 터키즈, 터키즈 제작진, 터키즈 레전드, MZ세대, 양배추, 곽범, 곽경영, 빵송국, 신기루, 조세호, 바퀴입",2d,hd,false,True,,
전역한 매니저의 대단한 비밀?? l 요즘 군대(2/2),bMcd9F1shRs,2020-12-02,24,321697,5008,317,0,9,17,2023-09-14T23:44:33.360Z,"◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 종학

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

#오킹 #경모 #요즘군대",https://i.ytimg.com/vi/bMcd9F1shRs/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상, 매니저, 경모, 군대, 군대썰, 전역, 전역모, 선임, 후임, 간부",2d,hd,false,True,,
폴블랑코 담배인삼공사 지원 영상,NDdF3upEtiA,2023-01-24,23,1671149,24977,192,0,0,32,2023-09-14T23:43:54.674Z,#shorts #피식대학 #피식쇼 #폴블랑코 #paulblanco #kt&g,https://i.ytimg.com/vi/NDdF3upEtiA/default.jpg,피식대학Psick Univ,,2d,hd,false,True,,
나랑 밥 먹으러 가자,x7bB-3NwQck,2023-06-09,23,3993686,80857,400,0,0,18,2023-09-14T23:43:21.942Z,"신선한 멘트 받은 이동욱님 ㅋㅋㅋㅋ
#쇼츠 #미노이 #이동욱

출처 - https://www.youtube.com/watch?v=WLKtEAC-Au4&t=256s",https://i.ytimg.com/vi/x7bB-3NwQck/default.jpg,숏나좋군,"쇼츠예능, 1분예능, 밈박스, 스케치코미디, 미노이, 이동욱",2d,hd,false,False,,
32살 중소기업에서 울음터졌던 썰,khcZjufONUg,2023-09-12,22,11295,148,10,0,0,31,2023-09-14T23:42:48.544Z,🎵 Music provided by 브금저장소 [BGM Storage] 🎵 Track: Inscrutable - • [저작권 없는 음악] 브이로그 음악 | 일상 브금 | 귀여운 BGM...,https://i.ytimg.com/vi/khcZjufONUg/default.jpg,유머1번지,,2d,hd,false,False,,
입담 터지는 랄랄,LzwUIXT6DZc,2022-11-26,24,7854457,54880,1091,0,0,56,2023-09-14T23:41:54.894Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/LzwUIXT6DZc/default.jpg,핵꿀잼,"#레전드, #꿀잼, #예능, #쇼츠, 탁꽈놓고 말해서, 이상준, 탁재훈, 꽈추형",2d,hd,false,False,,
JEON SOMI - Fast Forward Reaction by K-Pop Producer & Choreographer,wYCfGOFqoiI,2023-08-10,24,569654,14668,110,0,0,51,2023-09-14T23:41:05.950Z,"#JeonSomi #Somi #FastFoward
#GamePlan #TheBlackLabel
#전소미 #게임플랜 #더블랙레이블
#review #리액션 #리뷰 #reaction 
#음악프로듀서 #안무가 #JGCLUB",https://i.ytimg.com/vi/wYCfGOFqoiI/default.jpg,JGClub,,2d,hd,false,True,,
쇼미더머니9 안병웅 지리는 싸이퍼 #힙합 #쇼미더머니 #안병웅,Hat6VvfUxGY,2022-10-02,10,3896784,77636,832,0,0,59,2023-09-14T23:40:30.906Z,"영상 & 음원 출처

쇼미더머니 9 싸이퍼 미션 - [http://youtu.be/gVMrrY3Yvw0]
[http://youtu.be/r8J75jw-jwU]


이 영상은 수익을 창출하지 않습니다.",https://i.ytimg.com/vi/Hat6VvfUxGY/default.jpg,음악 듣는 원숭이,"안병웅, 쇼미더머니, 쇼미, 싸이퍼, 코쿤, 코드쿤스트, 팔로알토, 벌스, 부어, verse, 지림, 라임, 병웅, 카키, 쇼미더머니9, 힙합, 노래, 움악, 음악, 유라송, shrots, short, shorts",2d,hd,false,False,,
1열에서 본 ???: 피어나 너 도도도독,kSce8L4add0,2023-08-14,22,3854226,87828,276,0,0,12,2023-09-14T23:40:12.217Z,"230813 르세라핌 콘서트 
Fire in the belly 도입 부분
그리고 멤버들의 웃참까지",https://i.ytimg.com/vi/kSce8L4add0/default.jpg,비월드,"김채원, 르세라핌, 도도도독, 르세라핌콘서트, lesserafim, kimchaewon, fireinthebelly",2d,hd,false,False,,
경상도 사람들만 구분하는 e와 2의 발음,dfCztHaxFyI,2023-03-31,27,2540729,35255,1624,0,0,40,2023-09-14T23:39:26.106Z,"영상제보 : 댓글에 제보 적고 남겨주세요


승제쌤 인스타
▣ https://www.instagram.com/seungje.chung
승제카페
▣https://cafe.naver.com/mathkiller",https://i.ytimg.com/vi/dfCztHaxFyI/default.jpg,정승제사생팬,"인강, 정승제, 쓴소리, 만담",2d,hd,false,True,,
전에 들어가는 반죽은 접착제에 불과해,WTQzgUR0cG8,2023-03-10,19,4599190,58269,1287,0,0,1,2023-09-14T23:38:28.292Z,#홍석천 #이원일 #홍석천이원일,https://i.ytimg.com/vi/WTQzgUR0cG8/default.jpg,과장말고 사장하자,"홍석천이원일, 홍석천, 이원일, 창업정보, 창업, 자영업자",2d,hd,false,False,,
맞는사람? 없어요. 있었는데? 아뇨 그냥 없어요 #할명수 #무물보 #사직서 #멈춰,elH-7fbB1ho,2023-08-15,24,76662,2019,23,0,0,22,2023-09-14T23:38:11.766Z,,https://i.ytimg.com/vi/elH-7fbB1ho/default.jpg,할명수,"할명수, 박명수, 무한도전, 유재석, 하하, 정준하, 광희, JTBC, JTBC Entertainment, 예능, 정형돈, 노홍철, 하와수, 오분순삭, 놀면뭐하니, 무도, 놀뭐, 노찌롱, 명수옹, 명수, Park Myungsoo, Gpark, 레전드, 전설",2d,hd,false,True,,
how to play trick shots in 8 ball pool | trickshot tutorial #8bptrickshots #8ballpool #miniclip #8bp,fNyFNYn9czU,2023-09-14,20,9021,0,15,0,0,27,2023-09-14T23:38:10.186Z,how to play trick shots in 8 ball pool | trickshot tutorial #8bptrickshots #8ballpool #miniclip #8bp,https://i.ytimg.com/vi/fNyFNYn9czU/default.jpg,enterGAMEnt 8BP YT,"8 ball pool, 8 ball pool trick shots, 8 ball pool itsaamir, 8 ball pool hack, 8 ball pool legendary boxes tricks, how to get legendary cues in 8 ball pool, entergament, enterGAMEnt 8bp yt, football skills, 8 ball pool aim hack, 8 pool mod, 8 ball pool hack free, 8 ball pool aim hack 2023, 8 ball pool live, 8 ball pool aim hack free, mr beast, 8 ball pool snooker, snooker, billiards, snooker escape, 8 ball pool snooker escape, asia cup live, tiktok, pro 8 ball pool, 8 ball",2d,hd,false,False,,
돈아끼는 마술,1QEGHbTVrro,2022-12-22,24,6010838,59321,1429,0,0,30,2023-09-14T23:37:34.647Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/1QEGHbTVrro/default.jpg,핵꿀잼,"#레전드, #꿀잼, #예능, #쇼츠, 꼰대희, 김대희, 이은결, 마술사",2d,hd,false,False,,
우리는 그걸 부산 사람이라 부르기로 했어요 #shorts,WQ4rh2IeGDQ,2023-08-27,23,1927181,27631,330,0,0,30,2023-09-14T23:37:02.278Z,#부산 #서울 #부산사람 #고향 #사투리 #경상도 #서울사람 #정용화 #정용화사투리 #부산사투리 #씨엔블루 #cnblue #외톨이야 #술방 #풍자 #풍자테레비 #풍댕이 #좋댓구요#shorts#풍자애술 #술먹방#인기#풍자썰#먹방#좋댓구요스튜디오 #남돌,https://i.ytimg.com/vi/WQ4rh2IeGDQ/default.jpg,좋댓구요 스튜디오 - JDGY STUDIO,,2d,hd,false,True,,
[아이유] 아이유한테 잔소리를 안 듣는 방법,3Qmwgd-K5rw,2023-06-01,22,280934,3983,24,0,0,40,2023-09-14T23:36:31.492Z,"원본:https://youtu.be/IApJcc9i9b0

⚠️악의적인 댓글이나 아이유님에 대해서 지적,잘못된 내용,수치심이 들을수있는 댓글은 무통보 삭제하겠습니다⚠️

#iu #아이유",https://i.ytimg.com/vi/3Qmwgd-K5rw/default.jpg,지은이지금이,,2d,hd,false,False,,
상가주택에서 노출콘크리트 시공을 많이 안 하는 이유 #검단상가주택 #상가주택시공 #건축상담,4zXSstduRI8,2023-09-14,26,14149,131,15,0,0,44,2023-09-14T23:36:23.942Z,"""상가주택에서 노출콘크리트 시공을 많이 안 하는 이유"" 에서는 검단 상가주택 건축을 계획하고 계시는 분들에게 외벽 자재 선택에 대한 요령을 알려드리고 있습니다. 보통 상가주택과 단독주택에서는 단열을 강화하기 위해 내부에 단열을 하는데 노출콘크리트는 외부에 단열이 들어가야 됩니다. 굳이 노출콘크리트를 사용하기를 원한다면 노출콘크리트 모양으로 된 자재를 별도로 사용하시면 될 것 같습니다. 상가주택 외벽 자재로 인해 발생하는 문제는 엄청난 비용을 초래하기 때문에 실수하지 않기 위해서는 반드시 풀영상을 참고하시고 건축상담을 진행하시기 바랍니다. 
풀영상:https://youtu.be/F4zdV3KwMu4
풀영상제목: 상가주택 외벽 자재 후회 없이 선택하는 방법 알려드릴게요",https://i.ytimg.com/vi/4zXSstduRI8/default.jpg,검단강집사,,2d,hd,false,False,,
(다른 의미로)치명적인 말실수,NRqvizmYvUU,2022-06-04,22,2268449,67687,331,0,0,14,2023-09-14T23:35:44.958Z,#bts #bangtan #방탄 #방탄소년단 #namjoon #seokjin #yoongi  #hoseok #jimin #taehyung  #jungkook #김남준 #김석진 #민윤기 #정호석 #박지민 #김태형 #전정국 #슈가 #진 #정국 #알엠 #제이홉 #뷔 #지민,https://i.ytimg.com/vi/NRqvizmYvUU/default.jpg,BTS타니타니,,2d,hd,false,False,,
오랜만에 UDT 군복보고 신난 덱쪽이,exlF8Ps33qQ,2023-03-09,22,3501811,48802,487,0,0,1,2023-09-14T23:34:49.106Z,"#덱스 #김진영 #군대썰 #shorts 

영상 다시보기 : https://www.youtube.com/watch?v=bkqFKRo2Bx4",https://i.ytimg.com/vi/exlF8Ps33qQ/default.jpg,덱스101,"덱스, 덱스101, dex101, 유디티, UDT, udt/seal, 브이로그, 남자 브이로그, 브이로그 일상, 김진영, kimjinyoung, jinyoungkim, dex, 군대썰, 비하인드, 덱스의옷장, 최초공개, 옷장털이, 핏더사이즈, 룩북, 솔루션",2d,hd,false,True,,
너무 귀엽다 ㅠㅠ,jdpy04BPQhI,2023-08-21,24,727898,17507,154,0,0,25,2023-09-14T23:34:31.167Z,"🌸금휘 트위치 - https://www.twitch.tv/goldhwi
🌸금휘 인스타 - https://www.instagram.com/goldhwi_/

생방송은 오후 4시!



#학창시절 #여학생 #귀여운",https://i.ytimg.com/vi/jdpy04BPQhI/default.jpg,금휘,"#학창시절, #여학생, #귀여운",2d,hd,false,True,,
(구)동방신기 슈퍼주니어 기강잡는 SM 입사 선배 소녀시대 ( ft. 연습생 기억 못하는 보아 ) #shorts,CTwFa-sRKRA,2023-09-08,24,597741,14840,93,0,0,51,2023-09-14T23:33:16.283Z,#Shorts #태연​​​ #TAEYEON​​​ #소시​​​#GG​​​ #SNSD​​​ #Girlsgeneration​​ #출구없는 #소녀시대 #써니 #티파니 #효연 #유리 #수영 #윤아 #서현 #sunny #Tiffany #Hyoyeon #Yuri #Sooyoung #yoona #Seohyun #걸그룹 #여돌 #남돌 #케미 #완전체 #예능 #1세대 #2세대 #아이돌 #idol #문화 #국민 #탑 #원탑 #TOP #최고 #전설 #성공 #드라마 #인생 #케이팝 #kpop #에스엠 #SM #슴 #선배 #후배 #TVXQ #동방신기 #東方神起 #슈퍼주니어 #SUPERJUNIOR #EUNHYUK #어린 #시절 #donghae #은혁 #동해 #찐친 #맑눈광 #우정 #애틋 #현실 #비하인드 #경쟁 #치열 #체감 #고생 #힘든 #희노애락 #열심 #아찔 #리액션 #reaction #과거 #기강 #추억 #썰 #푸는 #김재중 #재친구 #전 #직장 #동료 #선배 #후배 #다시 #만난 #출신 #영웅재중 #찐 #반응 #섭외 #조합 #신기 #친구 #우하머그 #기특 #레전드 #legend #ㄹㅈㄷ #유명 #인터뷰 #토크쇼 #꼰대 #친한 #장난 #드립 #센스 #연습생 #기간 #최장 #입사 #실력 #프로 #이슈 #서사 #behind #교차 #편집 #아카이브 #모음 #사회생활 #Jaefriends #Kimjaejoong #ジェジュン #金在中 #J_JUN #연습생 #복도 #대기실 #이사님 #공부 #김종민 #웃긴 #귀여운 #솔직 #비글 #짤 #behindthescenes #YouTubeShorts #shortsvideo #쇼츠 #영상,https://i.ytimg.com/vi/CTwFa-sRKRA/default.jpg,출구없태연,,2d,hd,false,False,,
ITZY - CAKE Reaction by K-Pop Producer & Choreographer,bT2HPu5aR_4,2023-08-04,24,2082495,47889,1171,0,0,45,2023-09-14T23:32:09.518Z,"#ITZY #CAKE #KillMyDoubt
#있지 #케이크  
#review #리액션 #리뷰 #reaction 
#음악프로듀서 #안무가 #JGCLUB",https://i.ytimg.com/vi/bT2HPu5aR_4/default.jpg,JGClub,,2d,hd,false,True,,
생태계 교란종,JLaaWJLoUks,2023-04-09,22,3730063,65461,984,0,0,1,2023-09-14T23:31:03.783Z,"원본영상 (22.01.08 방송)
https://youtu.be/J4m_2pS-63I

◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.


영상 및 광고 문의
이메일 : okingcompany93@gmail.com


#오킹 #숏츠 #shorts",https://i.ytimg.com/vi/JLaaWJLoUks/default.jpg,숏킹,,2d,hd,false,True,,
일타강사의 강의 맛보기,V71LNBxLhQE,2023-03-07,24,7061975,150637,2685,0,0,55,2023-09-14T23:29:39.392Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/V71LNBxLhQE/default.jpg,핵꿀잼,"꼰대희, 이지영",2d,hd,false,False,,
바이크타고 대학교가면 생기는 일,ePf9snl-aIM,2023-04-06,24,7828547,102510,890,0,0,39,2023-09-14T23:29:33.282Z,"#shorts #대학생라이더 #바이크

시청해주셔서 감사합니다❣
구독, 좋아요도 부탁드려요🥰  

인스타그램 
🍑 해야 계정 
https://www.instagram.com/haeya_bike/

바이크 가와사키 닌자 300 
액션캠 소니 as300, 인스타360 one X 2
다이소 마이크  

🔥헬멧은 HJC
🔥바이크 장비는 모토스테이션✨
https://smartstore.naver.com/scoycokr",https://i.ytimg.com/vi/ePf9snl-aIM/default.jpg,해야 HAEYA,"대학교, 대학생활, 개강, 전북대, 전북대학교, 농댜, 농대, 대학생라이더, 농대생, 전주시, 덕진구, 전주, 전주라이더, 라이딩, 대학, 대학교생활, 선배, 선배님, 후배님, 후배, 선후배, 친구, 동기",2d,hd,false,True,,
오늘은 하체 가실게요 ^^,VqWtwyV657Q,2023-03-19,24,5009075,93459,221,0,0,47,2023-09-14T23:29:21.439Z,"#조현아의목요일밤 #조현아 #부승관 #세븐틴
FULL: https://youtu.be/V5QY_7bhBoE",https://i.ytimg.com/vi/VqWtwyV657Q/default.jpg,조현아의 목요일 밤,"조현아의 목요일 밤, 조현아, 어반자카파, 뮤직토크쇼, 토크쇼, 뮤직쇼, 술과음악, 음악예능, 음악, 보컬, 가수, 아티스트, 연예인술자리, 술자리, 술먹방, 게스트, 브이로그, 오버클래스, 세븐틴, 부승관, 승관, 플레디스, 하이브, 부승관 극락파트, 조슈아, 계범주, 부석순, 파이팅해야지, 아주NICE, 울고싶지않아, 부승관 동요, 부승관 누가누가 잘하나, 부승관조현아 듀엣, 이밤이특별해진건, 부승관 커버곡, 부승관 코끝에 겨울, 코끝에 겨울, SEVENTEEN, 고잉 세븐틴, Going Seventeen, 민규, 정한, 원우, 호시, 우지, 에스쿱스, 도겸, 준, 디에잇, 버논, 디노, SEUNGKWAN, BSS, 부승관 제주도, 부승관 키, Pledis_boos, 세븐틴 캐럿, S.Coups, Jeonghan, Joshua, Jun, 문준휘, Hoshi, 권순영, 윤정한, Wonwoo, Woozi, DK, Mingyu, The8, Vernon, 최한솔, Dino, 부승관 보컬, 부승관 노래실력, 부승관 술먹방, 세븐틴 술, HYBE, SM, PLEDIS",2d,hd,false,True,,
영지 팬미팅 온 줄 ㅋㅋㅋㅋㅋㅋㅋEP.485,KKDfB1HqCuE,2023-01-23,24,5292725,105415,635,0,0,26,2023-09-14T23:29:12.038Z,#코미디빅리그 #shorts #쇼츠 #갈라쇼 #갈라SHOW #박경호 #양배차 #이국주 #허영지 #팬미팅 #팬 #찐팬 #응원 #소리질러 #온도차이,https://i.ytimg.com/vi/KKDfB1HqCuE/default.jpg,코미디빅리그,,2d,hd,false,True,,
"99.99%가 모르는 ""박효신 콘서트 홀""의 비밀",wmnZKTUW7Lg,2023-08-29,27,2072420,11008,232,0,0,44,2023-09-14T23:28:19.730Z,"2023 (New) 동영상 보컬 레슨 강의 (인강 신청)
https://bit.ly/3QSSKae

2022 동영상 보컬 레슨 강의 (인강 신청)
https://bit.ly/3z827sP

천기누설 보컬 레슨 e-Book 교재 구입!!
https://bit.ly/36EqN14

레슨 문의는 여기로 연락주세요!
https://bit.ly/3F8npdU",https://i.ytimg.com/vi/wmnZKTUW7Lg/default.jpg,보컬트레이너장효진,"장효진, 김나박이, 김범수, 나얼, 박효신, 이수, 박효신 콘서트",2d,hd,false,True,,
키작은 라이더의 바이크 수동주차,cOQtX9FqPZo,2023-03-21,24,6748587,68069,884,0,0,25,2023-09-14T23:27:54.019Z,"#shorts #해야 #바이크

시청해주셔서 감사합니다❣
구독, 좋아요도 부탁드려요🥰  

인스타그램 
🍑 해야 계정 
https://www.instagram.com/haeya_bike/

바이크 가와사키 닌자 300 
액션캠 소니 as300, 인스타360 one X 2
다이소 마이크  

🔥헬멧은 HJC
🔥바이크 장비는 모토스테이션✨
https://smartstore.naver.com/scoycokr",https://i.ytimg.com/vi/cOQtX9FqPZo/default.jpg,해야 HAEYA,"바이크, 라이더, 라이딩, 해야, 해야바이크, 바이크후진, 후진, 주차, 주차중, 유턴, 키작은라이더, 라이더해야, 키작은, 전주시, 혼다, 모터사이클, 혼다전주, 전주점, 덕진구, 전주시덕진구",2d,hd,false,True,,
절대 백지헌의 아이스크림을 건드려선 안 돼,jVLTLEKz4Tw,2023-08-05,24,224890,8937,56,0,0,32,2023-09-14T23:26:50.488Z,#프로미스나인 #이나경 #백지헌 #이채영 #예능 #방송 #그랬구나 #게임 #걸그룹 #아이돌 #여돌 #여자아이돌 #fromis_9 #shorts,https://i.ytimg.com/vi/jVLTLEKz4Tw/default.jpg,나 잘한다해짜나,"프로미스나인, 프미나, 프나, 그랬구나, 게임, 예능, 방송, 걸그룹, 아이돌, 여돌, 여자아이돌, 이나경, 이채영, 백지헌, fromis_9",2d,hd,false,False,,
알바하다 힘들어서 사장님께 이르는 비비 #shorts,cLupeSecToY,2022-12-16,24,2961673,45958,133,0,0,31,2023-09-14T23:26:19.508Z,"막내딸이다 진짜 ㅋㅋㅋ
사랑둥이...ㅠㅠ♥

#shorts #비비 #BIBI #워크맨 #장성규
#레전드 #유머 #알바 #극한알바",https://i.ytimg.com/vi/cLupeSecToY/default.jpg,숏나웃김,,2d,hd,false,True,,
이용대  스매싱 받아버려서 죄송한 윤성빈 #shorts,ByuEeLe8BXo,2023-03-12,17,8079902,87255,760,0,0,27,2023-09-14T23:26:12.849Z,"평창 올림픽 금메달 리스트 윤성빈 유튜브 채널 입니다.
많은 관심 부탁드립니다!
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

비지니스 문의:  wnahrtk3@gmail.com

인스타그램: https://instagram.com/top.physical?igshid=YmMyMTA2M2Y=

#윤성빈 #쇼츠 #짧은영상",https://i.ytimg.com/vi/ByuEeLe8BXo/default.jpg,아이언빈 윤성빈,"아이언빈, 스켈레톤윤성빈, 피지컬, 피지컬끝판왕, 올림픽, 금메달리스트, nfl, 신체능력, 근육, 몸짱, 달리기, 육상, 피지컬갤러리, 김강민, 말왕, 김계란, 지기, 운지기, 윤성빈피지컬, 까로, 아모띠, 크로스핏, 헬스, 웨이트, 스켈레톤, 서전트, 윤성빈제멀, 등운동, 김종국등운동, 윤성빈등, 넓은등만들기, 넓은프레임만들기, 가오리등, 하체운동, 데드리프트, 스쿼트, 3대측정, 삼대오백",2d,hd,false,True,,
"엑셀 한 줄로 된 데이터, 여러 줄로 바꾸는 방법 (정말 쉬움 주의!😆)",A-piTa8csBE,2021-12-14,27,9050314,259951,875,0,0,57,2023-09-14T23:25:20.107Z,"👇🏻 강의에 사용된 예제파일 다운로드
https://www.oppadu.com/%ec%97%91%ec%85%80-%ed%95%9c%ec%a4%84-%ec%97%ac%eb%9f%ac%ec%a4%84-%eb%82%98%eb%88%84%ea%b8%b0/

👇 실무에 꼭 필요한 엑셀의 거의 모든 것을 담았습니다!  
 ""진짜 쓰는 실무 엑셀"" 교재 구매하기
- 교보문고 https://bit.ly/excel_kyobo
- 예스24 https://bit.ly/excel_yes
- 알라딘 https://bit.ly/excel_aladin

⭐오빠두엑셀 위캔두 멤버쉽 채널 가입하기
https://www.youtube.com/channel/UCZ6UHYBQFBe14WUgxlgmYfg/join
Pro: 라이브강의 풀영상 다시보기 제공
Premium : 프리미엄 전용 워크샵 및 다시보기 영상 제공

#엑셀머리글병합 #머리글합치기 #표머리글 #오빠두엑셀

❤️ 오빠두엑셀 공식 홈페이지 : https://www.oppadu.com
📚  엑셀 커뮤니티 바로가기 : https://www.oppadu.com/question

00:00 강의 시작
00:10 한 줄 데이터 여러 줄로 나누기
00:45 수식을 값으로 붙여넣기",https://i.ytimg.com/vi/A-piTa8csBE/default.jpg,오빠두엑셀 l 엑셀 강의 대표채널,"엑셀 한 열 여러 열, 엑셀 열 나누기, 엑셀 한 줄 나누기, 엑셀 한 줄 여러 열, 엑셀 한 줄 여러 줄, 엑셀 실무 강의, 엑셀 기초 강의, 실무 엑셀, 엑셀 실무, 엑셀 무료 강의, 엑셀 강의 추천, 오빠두엑셀",2d,hd,true,True,,
